OBJECTID,casenumber,LOC_ERROR,lon,lat,POINT_M,year
3610,9291326,ROUTE NOT FOUND,0.00,0.00,0.00,1/17/2006
3611,9490608,NO ERROR,-83.41,36.05,9.79,9/22/2006
3612,9407941,NO ERROR,-86.78,36.15,17.98,12/5/2006
3613,9316158,NO ERROR,-86.77,36.20,14.22,9/19/2006
3614,9286748,NO ERROR,-86.78,36.16,8.66,9/16/2006
3615,9133997,NO ERROR,-83.93,35.96,18.51,3/30/2006
3616,8866515,NO ERROR,-87.78,35.77,25.20,8/21/2006
3617,9008363,ROUTE NOT FOUND,0.00,0.00,0.00,4/5/2006
3618,9293698,NO ERROR,-86.78,36.15,8.10,4/6/2006
3619,9273852,ROUTE NOT FOUND,0.00,0.00,0.00,1/18/2006
3620,8939615,ROUTE NOT FOUND,0.00,0.00,0.00,5/23/2006
3621,8884580,ROUTE NOT FOUND,0.00,0.00,0.00,3/3/2006
3622,8571243,ROUTE NOT FOUND,0.00,0.00,0.00,9/18/2006
3623,9780089,NO ERROR,-83.93,35.96,18.20,11/7/2006
3624,9707065,NO ERROR,-88.83,35.84,3.59,1/27/2006
3625,9231378,NO ERROR,-85.16,35.02,2.61,1/27/2006
3626,8182971,NO ERROR,-85.53,35.01,27.50,12/31/2006
3627,9520810,ROUTE NOT FOUND,0.00,0.00,0.00,7/15/2006
3628,9476431,NO ERROR,-90.02,35.07,5.52,3/1/2006
3629,9734432,ROUTE NOT FOUND,0.00,0.00,0.00,4/5/2006
3630,9335704,ROUTE NOT FOUND,0.00,0.00,0.00,7/27/2006
3631,9218788,NO ERROR,-87.18,36.50,13.60,4/23/2006
3632,9534152,ROUTE NOT FOUND,0.00,0.00,0.00,12/1/2006
3633,9089602,ROUTE NOT FOUND,0.00,0.00,0.00,6/25/2006
3634,9059113,ROUTE NOT FOUND,0.00,0.00,0.00,1/30/2006
3635,9485613,NO ERROR,-82.34,36.34,1.70,5/29/2006
3636,9397307,ROUTE NOT FOUND,0.00,0.00,0.00,12/8/2006
3637,9313432,ROUTE NOT FOUND,0.00,0.00,0.00,7/17/2006
3638,9285835,ROUTE NOT FOUND,0.00,0.00,0.00,1/25/2006
3639,9122045,ROUTE NOT FOUND,0.00,0.00,0.00,12/9/2006
3640,8898459,NO ERROR,-89.99,35.13,1.62,3/26/2006
3641,8837613,NO ERROR,-86.92,36.11,9.09,3/4/2006
3642,9239352,NO ERROR,-86.44,35.85,14.40,2/19/2006
3643,8538371,ROUTE NOT FOUND,0.00,0.00,0.00,10/6/2006
3644,8182006,ROUTE NOT FOUND,0.00,0.00,0.00,4/22/2006
3645,8987731,ROUTE NOT FOUND,0.00,0.00,0.00,4/8/2006
3646,9289400,NO ERROR,-86.71,36.05,4.48,12/4/2006
3647,9251554,ROUTE NOT FOUND,0.00,0.00,0.00,4/18/2006
3648,8434299,NO ERROR,-84.92,35.18,7.31,7/13/2006
3649,8924876,ROUTE NOT FOUND,0.00,0.00,0.00,3/22/2006
3650,8873537,ROUTE NOT FOUND,0.00,0.00,0.00,5/20/2006
3651,9774432,ROUTE NOT FOUND,0.00,0.00,0.00,9/13/2006
3652,9249541,ROUTE NOT FOUND,0.00,0.00,0.00,3/5/2006
3653,9668469,ROUTE NOT FOUND,0.00,0.00,0.00,10/3/2006
3654,9228443,ROUTE NOT FOUND,0.00,0.00,0.00,10/10/2006
3655,8180332,NO ERROR,-86.66,36.10,26.02,1/23/2006
3656,9597572,NO ERROR,-86.77,36.21,0.28,8/13/2006
3657,9502938,NO ERROR,-89.07,35.73,17.10,7/17/2006
3658,9495985,NO ERROR,-90.02,35.10,7.35,9/13/2006
3659,9460840,NO ERROR,-87.42,36.59,20.28,10/8/2006
3660,9259952,NO ERROR,-86.28,36.21,17.84,4/16/2006
3661,8431472,ROUTE NOT FOUND,0.00,0.00,0.00,8/14/2006
3662,8927608,ROUTE NOT FOUND,0.00,0.00,0.00,6/3/2006
3663,8879549,NO ERROR,-83.23,35.97,3.56,7/30/2006
3664,9776711,ROUTE NOT FOUND,0.00,0.00,0.00,10/19/2006
3665,9250631,ROUTE NOT FOUND,0.00,0.00,0.00,5/19/2006
3666,9696499,ROUTE NOT FOUND,0.00,0.00,0.00,2/9/2006
3667,9230530,ROUTE NOT FOUND,0.00,0.00,0.00,6/19/2006
3668,8179475,NO ERROR,-86.71,36.26,18.53,12/21/2006
3669,9617547,NO ERROR,-82.85,36.15,14.65,10/10/2006
3670,9513518,NO ERROR,-86.29,36.24,16.79,8/20/2006
3671,9462710,ROUTE NOT FOUND,0.00,0.00,0.00,3/22/2006
3672,9330495,NO ERROR,-83.57,35.80,23.50,6/17/2006
3673,9217823,ROUTE NOT FOUND,0.00,0.00,0.00,3/10/2006
3674,9527894,ROUTE NOT FOUND,0.00,0.00,0.00,8/14/2006
3675,9088211,ROUTE NOT FOUND,0.00,0.00,0.00,1/13/2006
3676,9051620,ROUTE NOT FOUND,0.00,0.00,0.00,3/8/2006
3677,9035054,ROUTE NOT FOUND,0.00,0.00,0.00,5/21/2006
3678,9483726,ROUTE NOT FOUND,0.00,0.00,0.00,3/15/2006
3679,9312103,NO ERROR,-86.44,35.59,17.52,11/10/2006
3680,9283277,NO ERROR,-83.92,35.98,7.86,2/15/2006
3681,9116494,ROUTE NOT FOUND,0.00,0.00,0.00,3/6/2006
3682,8896114,ROUTE NOT FOUND,0.00,0.00,0.00,3/22/2006
3683,8813758,NO ERROR,-86.02,36.52,12.53,4/18/2006
3684,9785829,ROUTE NOT FOUND,0.00,0.00,0.00,10/28/2006
3685,9235912,ROUTE NOT FOUND,0.00,0.00,0.00,2/5/2006
3686,8179060,NO ERROR,-86.86,36.15,27.44,1/17/2006
3687,8967452,ROUTE NOT FOUND,0.00,0.00,0.00,11/25/2006
3688,8915873,NO ERROR,-86.88,35.94,15.93,10/27/2006
3689,9770513,ROUTE NOT FOUND,0.00,0.00,0.00,10/29/2006
3690,9649890,ROUTE NOT FOUND,0.00,0.00,0.00,1/24/2006
3691,9226056,ROUTE NOT FOUND,0.00,0.00,0.00,6/23/2006
3692,9586687,NO ERROR,-83.74,36.02,13.04,2/15/2006
3693,9499589,NO ERROR,-90.05,35.14,11.75,9/13/2006
3694,9494492,ROUTE NOT FOUND,0.00,0.00,0.00,9/21/2006
3695,9456272,ROUTE NOT FOUND,0.00,0.00,0.00,11/11/2006
3696,9320176,NO ERROR,-86.60,36.06,3.47,7/28/2006
3697,9288563,NO ERROR,-86.71,36.26,18.49,2/18/2006
3698,9166397,ROUTE NOT FOUND,0.00,0.00,0.00,3/15/2006
3699,9072482,ROUTE NOT FOUND,0.00,0.00,0.00,5/4/2006
3700,9040065,ROUTE NOT FOUND,0.00,0.00,0.00,11/26/2006
3701,9019914,NO ERROR,-84.67,36.24,22.48,5/30/2006
3702,9297794,NO ERROR,-87.33,36.02,3.53,10/24/2006
3703,9281401,NO ERROR,-83.94,35.96,17.96,1/26/2006
3704,9327576,ROUTE NOT FOUND,0.00,0.00,0.00,9/16/2006
3705,9288960,ROUTE NOT FOUND,0.00,0.00,0.00,4/13/2006
3706,9217077,ROUTE NOT FOUND,0.00,0.00,0.00,2/11/2006
3707,9084826,NO ERROR,-84.12,36.38,24.27,6/1/2006
3708,9042108,NO ERROR,-88.83,35.67,16.25,12/25/2006
3709,9022802,ROUTE NOT FOUND,0.00,0.00,0.00,12/18/2006
3710,9478897,ROUTE NOT FOUND,0.00,0.00,0.00,11/30/2006
3711,9302169,NO ERROR,-87.43,36.62,22.46,11/16/2006
3712,9282577,ROUTE NOT FOUND,0.00,0.00,0.00,6/26/2006
3713,9105871,ROUTE NOT FOUND,0.00,0.00,0.00,9/10/2006
3714,8892827,ROUTE NOT FOUND,0.00,0.00,0.00,4/8/2006
3715,8693377,ROUTE NOT FOUND,0.00,0.00,0.00,10/25/2006
3716,9724574,ROUTE NOT FOUND,0.00,0.00,0.00,4/5/2006
3717,9782776,NO ERROR,-90.04,35.14,10.87,9/16/2006
3718,9234857,ROUTE NOT FOUND,0.00,0.00,0.00,5/19/2006
3719,8177310,ROUTE NOT FOUND,0.00,0.00,0.00,11/3/2006
3720,8431297,ROUTE NOT FOUND,0.00,0.00,0.00,9/11/2006
3721,8902750,NO ERROR,-90.03,35.01,1.37,4/6/2006
3722,9768035,NO ERROR,-83.60,36.44,10.63,8/1/2006
3723,9623709,ROUTE NOT FOUND,0.00,0.00,0.00,2/5/2006
3724,9223318,NO ERROR,-88.32,36.29,13.05,2/14/2006
3725,9574469,ROUTE NOT FOUND,0.00,0.00,0.00,3/14/2006
3726,9498315,ROUTE NOT FOUND,0.00,0.00,0.00,9/28/2006
3727,9097397,NO ERROR,-86.44,35.85,14.91,1/20/2006
3728,9067883,NO ERROR,-86.71,36.26,18.46,2/6/2006
3729,9492730,ROUTE NOT FOUND,0.00,0.00,0.00,12/30/2006
3730,9408352,NO ERROR,-86.78,36.16,12.56,11/28/2006
3731,9317508,ROUTE NOT FOUND,0.00,0.00,0.00,6/7/2006
3732,9288006,ROUTE NOT FOUND,0.00,0.00,0.00,7/31/2006
3733,9135793,ROUTE NOT FOUND,0.00,0.00,0.00,12/14/2006
3734,9013821,ROUTE NOT FOUND,0.00,0.00,0.00,1/27/2006
3735,9293901,NO ERROR,-86.78,36.16,12.61,1/29/2006
3736,9276055,ROUTE NOT FOUND,0.00,0.00,0.00,1/22/2006
3737,8962453,ROUTE NOT FOUND,0.00,0.00,0.00,9/30/2006
3738,8884846,NO ERROR,-90.03,35.16,12.61,4/23/2006
3739,8636231,NO ERROR,-84.55,35.94,8.41,4/22/2006
3740,9710884,NO ERROR,-86.18,36.40,10.86,7/20/2006
3741,9781552,NO ERROR,-89.98,35.10,9.68,11/27/2006
3742,9232895,NO ERROR,-89.93,35.07,5.54,2/3/2006
3743,8177302,NO ERROR,-86.78,36.15,8.28,8/31/2006
3744,9523984,NO ERROR,-86.70,36.30,21.06,7/31/2006
3745,8431143,ROUTE NOT FOUND,0.00,0.00,0.00,5/24/2006
3746,9735819,ROUTE NOT FOUND,0.00,0.00,0.00,4/10/2006
3747,9340413,ROUTE NOT FOUND,0.00,0.00,0.00,11/7/2006
3748,9219740,ROUTE NOT FOUND,0.00,0.00,0.00,7/14/2006
3749,8963954,NO ERROR,-89.96,35.13,2.44,11/27/2006
3750,8890230,ROUTE NOT FOUND,0.00,0.00,0.00,4/13/2006
3751,8649423,NO ERROR,-85.22,35.08,8.32,9/10/2006
3752,9721115,NO ERROR,-90.04,35.02,4.00,1/7/2006
3753,9782389,ROUTE NOT FOUND,0.00,0.00,0.00,12/12/2006
3754,9234337,ROUTE NOT FOUND,0.00,0.00,0.00,5/27/2006
3755,8174465,ROUTE NOT FOUND,0.00,0.00,0.00,1/10/2006
3756,8898805,NO ERROR,-90.08,35.03,3.86,7/8/2006
3757,9751684,ROUTE NOT FOUND,0.00,0.00,0.00,7/14/2006
3758,9220485,NO ERROR,-90.02,35.14,0.12,4/18/2006
3759,9541672,NO ERROR,-86.78,36.14,7.55,10/27/2006
3760,9497255,ROUTE NOT FOUND,0.00,0.00,0.00,9/20/2006
3761,9094839,ROUTE NOT FOUND,0.00,0.00,0.00,1/7/2006
3762,9062381,NO ERROR,-87.13,35.11,9.80,1/24/2006
3763,9489132,NO ERROR,-86.71,36.05,4.71,5/6/2006
3764,9407230,ROUTE NOT FOUND,0.00,0.00,0.00,11/22/2006
3765,9315368,NO ERROR,-86.80,36.15,16.34,5/17/2006
3766,9286540,NO ERROR,-86.79,36.18,0.64,5/19/2006
3767,9131823,ROUTE NOT FOUND,0.00,0.00,0.00,2/3/2006
3768,8865023,ROUTE NOT FOUND,0.00,0.00,0.00,7/3/2006
3769,9247753,NO ERROR,-89.97,35.10,8.75,3/23/2006
3770,8999792,NO ERROR,-84.99,35.18,1.63,9/18/2006
3771,9293204,NO ERROR,-86.95,36.08,6.15,4/11/2006
3772,9264536,NO ERROR,-82.52,36.55,5.34,4/14/2006
3773,8932513,ROUTE NOT FOUND,0.00,0.00,0.00,4/20/2006
3774,8883714,ROUTE NOT FOUND,0.00,0.00,0.00,1/4/2006
3775,8570466,NO ERROR,-84.87,35.17,14.51,11/29/2006
3776,9778352,NO ERROR,-83.92,36.02,0.20,12/12/2006
3777,9250989,ROUTE NOT FOUND,0.00,0.00,0.00,8/20/2006
3778,9702666,ROUTE NOT FOUND,0.00,0.00,0.00,11/23/2006
3779,9230750,NO ERROR,-85.20,35.15,7.75,3/30/2006
3780,8171390,NO ERROR,-86.80,36.15,16.13,10/10/2006
3781,9520429,ROUTE NOT FOUND,0.00,0.00,0.00,8/9/2006
3782,8431141,ROUTE NOT FOUND,0.00,0.00,0.00,3/30/2006
3783,9469699,NO ERROR,-87.47,35.30,6.52,7/9/2006
3784,9730549,ROUTE NOT FOUND,0.00,0.00,0.00,1/26/2006
3785,9332908,NO ERROR,-86.73,36.08,2.52,10/28/2006
3786,9218459,NO ERROR,-87.22,36.53,10.60,2/20/2006
3787,9533955,ROUTE NOT FOUND,0.00,0.00,0.00,10/31/2006
3788,9089468,ROUTE NOT FOUND,0.00,0.00,0.00,6/23/2006
3789,9058744,ROUTE NOT FOUND,0.00,0.00,0.00,2/28/2006
3790,9484469,ROUTE NOT FOUND,0.00,0.00,0.00,12/29/2006
3791,9312918,ROUTE NOT FOUND,0.00,0.00,0.00,10/14/2006
3792,9285334,NO ERROR,-86.36,36.12,12.93,2/9/2006
3793,9119441,ROUTE NOT FOUND,0.00,0.00,0.00,11/25/2006
3794,8896354,NO ERROR,-90.02,35.08,5.69,1/19/2006
3795,8825747,NO ERROR,-90.04,35.15,2.85,2/6/2006
3796,9535640,NO ERROR,-86.77,36.21,15.09,12/29/2006
3797,9496783,NO ERROR,-89.93,35.05,4.82,9/22/2006
3798,9091563,NO ERROR,-89.92,35.13,6.05,4/30/2006
3799,9059325,ROUTE NOT FOUND,0.00,0.00,0.00,9/23/2006
3800,9488078,ROUTE NOT FOUND,0.00,0.00,0.00,2/2/2006
3801,9405672,NO ERROR,-86.88,35.35,3.42,10/22/2006
3802,9314882,ROUTE NOT FOUND,0.00,0.00,0.00,4/27/2006
3803,9286214,ROUTE NOT FOUND,0.00,0.00,0.00,1/20/2006
3804,9124539,ROUTE NOT FOUND,0.00,0.00,0.00,6/18/2006
3805,8846169,NO ERROR,-89.76,35.21,22.53,8/25/2006
3806,9244608,NO ERROR,-86.53,35.99,4.40,5/22/2006
3807,8989212,NO ERROR,-88.38,35.38,0.40,1/7/2006
3808,9291040,ROUTE NOT FOUND,0.00,0.00,0.00,6/25/2006
3809,9252207,NO ERROR,-89.96,35.14,3.39,12/7/2006
3810,8927246,ROUTE NOT FOUND,0.00,0.00,0.00,1/17/2006
3811,8877438,ROUTE NOT FOUND,0.00,0.00,0.00,7/25/2006
3812,9776328,ROUTE NOT FOUND,0.00,0.00,0.00,10/10/2006
3813,9250013,NO ERROR,-89.93,35.07,5.49,8/26/2006
3814,9689105,ROUTE NOT FOUND,0.00,0.00,0.00,5/19/2006
3815,9230469,ROUTE NOT FOUND,0.00,0.00,0.00,6/8/2006
3816,8163092,NO ERROR,-86.82,36.04,5.44,4/30/2006
3817,9611865,ROUTE NOT FOUND,0.00,0.00,0.00,4/29/2006
3818,9504414,NO ERROR,-86.44,35.90,12.28,5/26/2006
3819,9462081,NO ERROR,-87.42,36.59,20.40,9/25/2006
3820,9328618,NO ERROR,-86.89,36.13,6.02,11/30/2006
3821,9217707,ROUTE NOT FOUND,0.00,0.00,0.00,1/26/2006
3822,9526611,ROUTE NOT FOUND,0.00,0.00,0.00,11/5/2006
3823,9087640,ROUTE NOT FOUND,0.00,0.00,0.00,6/17/2006
3824,9051142,ROUTE NOT FOUND,0.00,0.00,0.00,1/1/2006
3825,9026107,NO ERROR,-82.43,36.38,6.92,10/7/2006
3826,9479870,ROUTE NOT FOUND,0.00,0.00,0.00,1/23/2006
3827,9311480,ROUTE NOT FOUND,0.00,0.00,0.00,7/24/2006
3828,9282980,NO ERROR,-83.97,35.97,13.64,2/22/2006
3829,9114547,NO ERROR,-89.82,35.02,16.28,9/12/2006
3830,8895117,NO ERROR,-90.02,35.08,6.14,2/20/2006
3831,8737896,NO ERROR,-81.95,36.49,0.70,2/23/2006
3832,9785045,ROUTE NOT FOUND,0.00,0.00,0.00,11/16/2006
3833,9234947,ROUTE NOT FOUND,0.00,0.00,0.00,10/4/2006
3834,8144594,ROUTE NOT FOUND,0.00,0.00,0.00,11/22/2006
3835,8427572,ROUTE NOT FOUND,0.00,0.00,0.00,12/22/2006
3836,8915526,ROUTE NOT FOUND,0.00,0.00,0.00,6/13/2006
3837,9770142,ROUTE NOT FOUND,0.00,0.00,0.00,10/31/2006
3838,9636268,ROUTE NOT FOUND,0.00,0.00,0.00,12/11/2006
3839,9225833,NO ERROR,-90.07,35.04,4.57,8/30/2006
3840,9583370,NO ERROR,-90.02,35.07,5.40,5/20/2006
3841,9788838,ROUTE NOT FOUND,0.00,0.00,0.00,12/31/2006
3842,9238713,NO ERROR,-87.31,36.15,16.98,5/30/2006
3843,8142496,NO ERROR,-86.70,36.26,7.64,7/11/2006
3844,8986543,ROUTE NOT FOUND,0.00,0.00,0.00,6/15/2006
3845,9251276,ROUTE NOT FOUND,0.00,0.00,0.00,4/12/2006
3846,8378693,ROUTE NOT FOUND,0.00,0.00,0.00,3/16/2006
3847,8919462,NO ERROR,-86.87,35.93,10.09,11/26/2006
3848,8868072,NO ERROR,-85.52,36.28,1.30,5/1/2006
3849,9773789,ROUTE NOT FOUND,0.00,0.00,0.00,10/26/2006
3850,9248184,ROUTE NOT FOUND,0.00,0.00,0.00,8/14/2006
3851,9663986,NO ERROR,-85.38,35.40,17.89,11/6/2006
3852,9227948,NO ERROR,-85.25,35.03,12.01,5/1/2006
3853,8129236,NO ERROR,-90.03,35.02,1.59,5/6/2006
3854,9597033,ROUTE NOT FOUND,0.00,0.00,0.00,1/13/2006
3855,9501985,ROUTE NOT FOUND,0.00,0.00,0.00,12/19/2006
3856,9495779,ROUTE NOT FOUND,0.00,0.00,0.00,10/16/2006
3857,9456587,ROUTE NOT FOUND,0.00,0.00,0.00,5/22/2006
3858,9320695,ROUTE NOT FOUND,0.00,0.00,0.00,5/13/2006
3859,9288792,ROUTE NOT FOUND,0.00,0.00,0.00,7/14/2006
3860,9216848,ROUTE NOT FOUND,0.00,0.00,0.00,10/14/2006
3861,9084580,ROUTE NOT FOUND,0.00,0.00,0.00,5/5/2006
3862,9041666,ROUTE NOT FOUND,0.00,0.00,0.00,4/16/2006
3863,9022568,NO ERROR,-82.40,36.52,11.48,11/11/2006
3864,9301929,NO ERROR,-87.25,36.61,28.81,10/12/2006
3865,9282060,NO ERROR,-83.94,35.98,0.92,11/12/2006
3866,9104988,NO ERROR,-88.82,35.64,14.13,7/10/2006
3867,8965924,NO ERROR,-88.67,35.77,30.09,9/18/2006
3868,8892032,ROUTE NOT FOUND,0.00,0.00,0.00,11/3/2006
3869,8653275,ROUTE NOT FOUND,0.00,0.00,0.00,1/23/2006
3870,9722847,ROUTE NOT FOUND,0.00,0.00,0.00,12/29/2006
3871,9782659,ROUTE NOT FOUND,0.00,0.00,0.00,11/20/2006
3872,9234802,ROUTE NOT FOUND,0.00,0.00,0.00,5/3/2006
3873,8112797,ROUTE NOT FOUND,0.00,0.00,0.00,12/27/2006
3874,8345717,NO ERROR,-89.39,36.03,16.76,2/11/2006
3875,8902230,NO ERROR,-90.05,35.14,0.23,6/5/2006
3876,9759743,NO ERROR,-86.81,36.15,16.01,10/19/2006
3877,9617564,NO ERROR,-82.78,36.18,18.40,6/1/2006
3878,9220523,ROUTE NOT FOUND,0.00,0.00,0.00,1/27/2006
3879,9549704,NO ERROR,-89.89,35.15,12.20,12/24/2006
3880,9497823,ROUTE NOT FOUND,0.00,0.00,0.00,10/4/2006
3881,9095421,ROUTE NOT FOUND,0.00,0.00,0.00,8/31/2006
3882,9067408,NO ERROR,-86.65,36.09,26.59,11/14/2006
3883,9490857,NO ERROR,-83.33,36.20,6.42,5/25/2006
3884,9407957,ROUTE NOT FOUND,0.00,0.00,0.00,10/13/2006
3885,9316757,ROUTE NOT FOUND,0.00,0.00,0.00,9/19/2006
3886,9286760,NO ERROR,-86.78,36.16,12.68,4/12/2006
3887,9134637,ROUTE NOT FOUND,0.00,0.00,0.00,2/27/2006
3888,9499452,NO ERROR,-90.03,35.02,1.52,8/1/2006
3889,9101093,NO ERROR,-88.83,35.65,15.45,8/24/2006
3890,9069834,NO ERROR,-86.68,36.14,24.15,8/31/2006
3891,9494035,ROUTE NOT FOUND,0.00,0.00,0.00,3/11/2006
3892,9456211,NO ERROR,-83.94,35.96,11.09,1/29/2006
3893,9319465,ROUTE NOT FOUND,0.00,0.00,0.00,11/4/2006
3894,9288357,NO ERROR,-86.66,36.26,10.18,5/28/2006
3895,9161531,NO ERROR,-84.87,35.17,14.51,3/22/2006
3896,9071544,ROUTE NOT FOUND,0.00,0.00,0.00,10/13/2006
3897,9039948,NO ERROR,-87.21,36.64,31.78,1/7/2006
3898,9017492,ROUTE NOT FOUND,0.00,0.00,0.00,11/6/2006
3899,9294081,NO ERROR,-86.80,36.18,1.29,2/2/2006
3900,9277117,ROUTE NOT FOUND,0.00,0.00,0.00,9/14/2006
3901,8963580,ROUTE NOT FOUND,0.00,0.00,0.00,10/13/2006
3902,8887238,ROUTE NOT FOUND,0.00,0.00,0.00,1/30/2006
3903,8640573,NO ERROR,-89.93,35.32,26.67,1/25/2006
3904,9720471,NO ERROR,-89.94,35.02,2.07,1/1/2006
3905,9782354,ROUTE NOT FOUND,0.00,0.00,0.00,8/28/2006
3906,9233997,ROUTE NOT FOUND,0.00,0.00,0.00,9/23/2006
3907,8102044,NO ERROR,-86.76,36.22,16.00,6/30/2006
3908,8332160,NO ERROR,-84.28,35.83,5.03,7/17/2006
3909,9743535,NO ERROR,-83.36,35.91,26.82,9/10/2006
3910,9396437,ROUTE NOT FOUND,0.00,0.00,0.00,10/5/2006
3911,9220290,NO ERROR,-89.93,35.07,5.49,1/13/2006
3912,9537901,ROUTE NOT FOUND,0.00,0.00,0.00,11/27/2006
3913,9496995,NO ERROR,-90.00,35.13,1.34,9/1/2006
3914,9094565,ROUTE NOT FOUND,0.00,0.00,0.00,4/12/2006
3915,9059760,ROUTE NOT FOUND,0.00,0.00,0.00,8/4/2006
3916,9489055,ROUTE NOT FOUND,0.00,0.00,0.00,1/26/2006
3917,9406787,NO ERROR,-86.78,36.17,9.76,10/25/2006
3918,9315111,NO ERROR,-86.82,36.14,15.37,5/24/2006
3919,9286320,NO ERROR,-86.79,36.16,11.94,10/13/2006
3920,9129114,ROUTE NOT FOUND,0.00,0.00,0.00,9/18/2006
3921,8864863,ROUTE NOT FOUND,0.00,0.00,0.00,11/18/2006
3922,9247047,NO ERROR,-89.87,35.09,14.97,8/14/2006
3923,8997454,NO ERROR,-85.56,36.18,15.80,7/22/2006
3924,9291991,ROUTE NOT FOUND,0.00,0.00,0.00,7/26/2006
3925,9260094,NO ERROR,-86.29,36.21,14.30,1/26/2006
3926,8326775,NO ERROR,-86.64,36.18,21.31,12/8/2006
3927,8932327,NO ERROR,-85.50,36.16,4.07,1/27/2006
3928,8879659,NO ERROR,-83.10,35.78,21.72,9/1/2006
3929,9777676,ROUTE NOT FOUND,0.00,0.00,0.00,10/5/2006
3930,9250852,NO ERROR,-89.93,35.19,19.25,5/16/2006
3931,9698118,NO ERROR,-90.05,35.14,0.08,5/2/2006
3932,9230603,ROUTE NOT FOUND,0.00,0.00,0.00,2/10/2006
3933,8097388,ROUTE NOT FOUND,0.00,0.00,0.00,5/13/2006
3934,9520104,ROUTE NOT FOUND,0.00,0.00,0.00,9/14/2006
3935,9011442,ROUTE NOT FOUND,0.00,0.00,0.00,2/26/2006
3936,9293831,NO ERROR,-86.78,36.16,8.66,2/8/2006
3937,9274646,NO ERROR,-85.31,35.04,4.44,11/15/2006
3938,8320471,NO ERROR,-86.96,36.04,5.35,7/22/2006
3939,8954787,ROUTE NOT FOUND,0.00,0.00,0.00,12/21/2006
3940,8884756,NO ERROR,-89.95,35.08,7.24,3/8/2006
3941,8573797,ROUTE NOT FOUND,0.00,0.00,0.00,11/9/2006
3942,9780224,NO ERROR,-83.93,35.96,18.53,8/31/2006
3943,9708598,ROUTE NOT FOUND,0.00,0.00,0.00,5/6/2006
3944,9780249,NO ERROR,-84.10,35.91,7.85,9/24/2006
3945,9232179,NO ERROR,-88.39,35.65,12.83,4/27/2006
3946,8085071,ROUTE NOT FOUND,0.00,0.00,0.00,3/13/2006
3947,9523278,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2006
3948,8317749,ROUTE NOT FOUND,0.00,0.00,0.00,2/22/2006
3949,9476551,ROUTE NOT FOUND,0.00,0.00,0.00,1/12/2006
3950,9735073,ROUTE NOT FOUND,0.00,0.00,0.00,1/14/2006
3951,9338282,ROUTE NOT FOUND,0.00,0.00,0.00,12/11/2006
3952,9219395,NO ERROR,-89.98,35.15,0.66,8/16/2006
3953,9534229,ROUTE NOT FOUND,0.00,0.00,0.00,11/14/2006
3954,9090671,ROUTE NOT FOUND,0.00,0.00,0.00,3/10/2006
3955,9059229,NO ERROR,-90.03,35.16,13.05,1/11/2006
3956,9485936,ROUTE NOT FOUND,0.00,0.00,0.00,9/1/2006
3957,9397836,ROUTE NOT FOUND,0.00,0.00,0.00,11/6/2006
3958,9313493,ROUTE NOT FOUND,0.00,0.00,0.00,9/7/2006
3959,9285838,NO ERROR,-86.76,36.21,15.42,1/31/2006
3960,9122126,ROUTE NOT FOUND,0.00,0.00,0.00,9/29/2006
3961,8898773,ROUTE NOT FOUND,0.00,0.00,0.00,1/8/2006
3962,8838695,ROUTE NOT FOUND,0.00,0.00,0.00,3/26/2006
3963,9242851,ROUTE NOT FOUND,0.00,0.00,0.00,11/19/2006
3964,8072787,ROUTE NOT FOUND,0.00,0.00,0.00,6/6/2006
3965,8987985,ROUTE NOT FOUND,0.00,0.00,0.00,1/25/2006
3966,9290863,ROUTE NOT FOUND,0.00,0.00,0.00,2/13/2006
3967,9251793,ROUTE NOT FOUND,0.00,0.00,0.00,10/19/2006
3968,8314089,ROUTE NOT FOUND,0.00,0.00,0.00,9/21/2006
3969,8924877,NO ERROR,-86.77,36.20,14.22,3/31/2006
3970,8875286,NO ERROR,-82.50,36.42,1.48,2/9/2006
3971,9774601,NO ERROR,-90.02,35.14,0.23,6/15/2006
3972,9249874,ROUTE NOT FOUND,0.00,0.00,0.00,2/23/2006
3973,9677852,NO ERROR,-89.84,35.50,6.88,3/17/2006
3974,9229753,ROUTE NOT FOUND,0.00,0.00,0.00,4/11/2006
3975,8045211,ROUTE NOT FOUND,0.00,0.00,0.00,10/5/2006
3976,9603859,ROUTE NOT FOUND,0.00,0.00,0.00,5/24/2006
3977,9503612,NO ERROR,-89.56,35.76,18.36,3/26/2006
3978,9496327,NO ERROR,-90.02,35.05,4.10,5/24/2006
3979,9461128,ROUTE NOT FOUND,0.00,0.00,0.00,4/9/2006
3980,9328052,ROUTE NOT FOUND,0.00,0.00,0.00,7/22/2006
3981,9217302,NO ERROR,-89.98,35.11,0.23,2/10/2006
3982,9289143,ROUTE NOT FOUND,0.00,0.00,0.00,12/7/2006
3983,9086832,NO ERROR,-90.03,35.13,13.10,1/2/2006
3984,9044483,ROUTE NOT FOUND,0.00,0.00,0.00,5/5/2006
3985,9025817,ROUTE NOT FOUND,0.00,0.00,0.00,10/8/2006
3986,9479447,NO ERROR,-90.08,35.03,3.97,5/6/2006
3987,9462982,NO ERROR,-83.90,35.98,21.52,7/3/2006
3988,9332059,NO ERROR,-86.69,36.08,21.22,6/2/2006
3989,9217939,ROUTE NOT FOUND,0.00,0.00,0.00,1/30/2006
